"PVWatts Hourly PV Performance Data"
"Requested Location","denton, tx"
"Location","Lat, Lng: 33.21, -97.14"
"Latitude (DD)","33.21"
"Longitude (DD)","-97.14"
"Elevation (m)","202.67999267578"
"DC System Size (kW)","100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","14","16","796","61","16","2.3","0.17","448.787","26.345","38606.82","36842.47"
"2","14","17","527","37","12","2.2","0.17","177.609","15.971","13082.805","12222.873"
"2","14","18","0","0","11","2.9","0.17","0","11","0","0"
"2","14","19","0","0","12","4","0.17","0","12","0","0"
"2","14","20","0","0","12","5.1","0.17","0","12","0","0"
"2","14","21","0","0","11","5.6","0.17","0","11","0","0"
"2","14","22","0","0","11","5.4","0.17","0","11","0","0"
"2","14","23","0","0","10","4.8","0.17","0","10","0","0"
"2","15","0","0","0","10","4.5","0.17","0","10","0","0"
"2","15","1","0","0","10","4.4","0.17","0","10","0","0"
"2","15","2","0","0","10","4.3","0.17","0","10","0","0"
"2","15","3","0","0","10","4.4","0.17","0","10","0","0"
"2","15","4","0","0","11","4.8","0.17","0","11","0","0"
"2","15","5","0","0","11","4.9","0.17","0","11","0","0"
"2","15","6","0","0","11","5","0.17","0","11","0","0"
"2","15","7","87","21","12","5.5","0.17","33.914","12.394","1619.436","1165.697"
"2","15","8","498","81","14","6.1","0.17","284.103","17.763","24198.549","22944.742"
"2","15","9","686","110","17","6.6","0.17","532.232","23.748","46561.947","44515.715"
"2","15","10","476","206","20","6.6","0.17","588.996","27.439","50135.103","47962.261"
"2","15","11","544","225","22","6.2","0.17","721.957","31.504","60195.974","57666.635"
"2","15","12","608","223","23","5.7","0.17","803.976","34.19","66197.278","63455.289"
"2","15","13","861","127","24","5.2","0.17","911.985","37.492","74398.39","71365.803"
"2","15","14","843","115","25","5.1","0.17","812.405","37.184","66758.502","63996.626"
"2","15","15","795","97","24","5.2","0.17","640.906","33.516","53912.606","51605.911"
"2","15","16","671","78","22","5.2","0.17","410.945","28.098","35045.388","33407.234"
"2","15","17","388","44","19","5.4","0.17","150.697","21.091","11035.738","10248.342"
"2","15","18","0","0","17","5.2","0.17","0","17","0","0"
"2","15","19","0","0","16","4.8","0.17","0","16","0","0"
"2","15","20","0","0","16","4.7","0.17","0","16","0","0"
"2","15","21","0","0","15","5.1","0.17","0","15","0","0"
"2","15","22","0","0","15","6","0.17","0","15","0","0"
"2","15","23","0","0","15","6.5","0.17","0","15","0","0"
"2","16","0","0","0","15","6.3","0.17","0","15","0","0"
"2","16","1","0","0","15","6.4","0.17","0","15","0","0"
"2","16","2","0","0","15","6.5","0.17","0","15","0","0"
"2","16","3","0","0","15","6.3","0.17","0","15","0","0"
"2","16","4","0","0","15","6","0.17","0","15","0","0"
"2","16","5","0","0","15","5.6","0.17","0","15","0","0"
"2","16","6","0","0","15","5.4","0.17","0","15","0","0"
"2","16","7","36","22","17","5.6","0.17","27.674","17.328","1358.525","914.031"
"2","16","8","168","98","19","6.4","0.17","171.339","21.202","14318.724","13414.999"
"2","16","9","393","157","21","7.2","0.17","408.157","25.862","35100.765","33460.649"
"2","16","10","199","263","23","7.5","0.17","426.169","27.909","35804.174","34139.133"
"2","16","11","552","224","25","7.2","0.17","728.957","33.649","60264.893","57733.112"
"2","16","12","906","114","27","6.5","0.17","950.077","39.118","76913.737","73792.021"
"2","16","13","910","109","28","5.6","0.17","931.162","41.132","74888.152","71838.21"
